City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
504,Norfolk,US,2020-02-23 06:48:40,42.17,-71.25,33.01,73,1,4.79,clear sky,0,0
505,Kedgwick,CA,2020-02-23 06:48:40,47.64,-67.34,18.79,95,9,6.42,clear sky,0,0
506,Saint-Leu,RE,2020-02-23 06:48:41,-21.15,55.28,82.4,65,75,3.36,broken clouds,0,0
507,Mawlaik,MM,2020-02-23 06:48:41,23.63,94.42,90.52,24,35,2.86,scattered clouds,0,0
508,Mehamn,NO,2020-02-23 06:48:41,71.04,27.85,24.84,84,0,10.92,clear sky,0,0
509,Yining,CN,2020-02-23 06:48:41,29.04,114.56,70.84,52,37,2.17,scattered clouds,0,0
510,Osvaldo Cruz,BR,2020-02-23 06:48:41,-21.8,-50.88,68.0,88,75,9.17,broken clouds,0,0
511,Trat,TH,2020-02-23 06:48:42,12.5,102.5,100.0,34,20,19.46,few clouds,0,0
512,Beroroha,MG,2020-02-23 06:48:42,-21.67,45.17,79.77,75,63,5.99,broken clouds,0,0
513,Sao Jose Da Coroa Grande,BR,2020-02-23 06:45:26,-8.9,-35.15,81.34,81,92,11.48,light rain,0.75,0
514,Kanigoro,ID,2020-02-23 06:48:42,-8.13,112.22,85.87,71,8,5.1,light rain,2.75,0
515,Santiago Del Estero,AR,2020-02-23 06:42:16,-27.8,-64.26,62.64,46,33,6.67,scattered clouds,0,0
516,Savannakhet,LA,2020-02-23 06:48:43,16.57,104.75,87.8,33,0,4.7,clear sky,0,0
517,Mwinilunga,ZM,2020-02-23 06:48:43,-11.74,24.43,67.32,92,100,2.75,overcast clouds,0,0
518,Russell,US,2020-02-23 06:45:34,32.35,-85.2,35.6,60,1,2.06,clear sky,0,0
519,Lac Du Bonnet,CA,2020-02-23 06:48:43,50.25,-96.06,24.01,91,87,5.99,overcast clouds,0,0
520,Sao Joao Da Barra,BR,2020-02-23 06:47:58,-21.64,-41.05,73.44,92,100,19.64,light rain,2.44,0
521,Muncar,ID,2020-02-23 06:48:44,-8.43,114.33,83.05,75,13,7.76,few clouds,0,0
522,Zlobin,HR,2020-02-23 06:48:44,45.29,14.65,42.8,87,99,4.21,overcast clouds,0,0
523,Nago,JP,2020-02-23 06:48:44,26.59,127.98,69.8,43,1,10.29,clear sky,0,0
524,Qaqortoq,GL,2020-02-23 06:48:44,60.72,-46.03,24.8,85,100,8.05,heavy snow,0,0
525,Nacala,MZ,2020-02-23 06:48:45,-14.54,40.67,84.2,83,40,10.29,scattered clouds,0,0
526,Anshun,CN,2020-02-23 06:48:45,26.25,105.93,58.28,76,100,17.07,light rain,0.13,0
527,Sidi Ali,DZ,2020-02-23 06:48:45,36.1,0.42,47.41,77,6,3.36,clear sky,0,0
528,Santa Marta,CO,2020-02-23 06:45:28,11.24,-74.2,62.1,86,96,3.38,overcast clouds,0,0
529,Kaseda,JP,2020-02-23 06:48:45,31.42,130.32,57.2,28,0,12.75,clear sky,0,0
530,Lewisporte,CA,2020-02-23 06:43:26,49.25,-55.05,23.0,79,75,17.22,broken clouds,0,0
531,Cabedelo,BR,2020-02-23 06:48:46,-6.98,-34.83,78.8,88,20,2.24,few clouds,0,0
532,Tiarei,PF,2020-02-23 06:43:18,-17.53,-149.33,82.4,74,20,3.36,few clouds,0,0
533,Novikovo,RU,2020-02-23 06:48:46,51.15,37.89,30.83,89,99,16.78,overcast clouds,0,0
534,Liverpool,GB,2020-02-23 06:40:53,53.41,-2.98,50.0,100,90,6.93,moderate rain,0,0
535,Pundaguitan,PH,2020-02-23 06:48:47,6.37,126.17,81.95,66,38,3.04,scattered clouds,0,0
536,Jizan,SA,2020-02-23 06:48:47,17.33,42.67,84.2,62,30,3.36,scattered clouds,0,0
537,Sorland,NO,2020-02-23 06:43:34,67.67,12.69,35.69,93,100,33.73,light snow,0,0.56
538,Hervey Bay,AU,2020-02-23 06:41:20,-25.3,152.85,78.01,94,75,12.75,light rain,0,0
539,Beloha,MG,2020-02-23 06:42:29,-25.17,45.05,84.92,62,51,10.83,broken clouds,0,0
540,Chiredzi,ZW,2020-02-23 06:48:47,-21.05,31.67,82.15,67,24,3.49,few clouds,0,0
541,Komono,JP,2020-02-23 06:48:48,35.0,136.52,53.6,53,40,25.28,scattered clouds,0,0
542,Bonthe,SL,2020-02-23 06:48:48,7.53,-12.51,78.42,91,28,3.06,scattered clouds,0,0
543,Inhapim,BR,2020-02-23 06:48:48,-19.55,-42.12,68.23,96,100,6.13,moderate rain,6.06,0
544,Lavrentiya,RU,2020-02-23 06:45:03,65.58,-171.0,-17.25,97,0,0.92,clear sky,0,0
545,Mackay,AU,2020-02-23 06:41:18,-21.15,149.2,80.6,88,90,13.87,overcast clouds,0,0
546,Mantenopolis,BR,2020-02-23 06:47:50,-18.86,-41.12,71.08,98,100,3.06,light rain,1.13,0
547,Buin,CL,2020-02-23 06:48:49,-33.73,-70.75,63.32,44,0,1.99,clear sky,0,0
548,Sevnica,SI,2020-02-23 06:48:49,46.01,15.32,50.0,53,100,17.22,overcast clouds,0,0
549,Pemangkat,ID,2020-02-23 06:43:21,1.17,108.97,83.03,82,59,9.64,light rain,2.63,0
550,Rognan,NO,2020-02-23 06:48:50,67.1,15.39,37.99,74,75,25.28,broken clouds,0,0
551,Ahuimanu,US,2020-02-23 06:42:59,21.44,-157.84,75.2,64,20,10.29,few clouds,0,0
552,College,US,2020-02-23 06:41:38,64.86,-147.8,5.0,71,90,10.29,overcast clouds,0,0
553,Kiunga,PG,2020-02-23 06:48:50,-6.12,141.29,94.33,49,57,6.58,broken clouds,0,0
554,Upata,VE,2020-02-23 06:41:36,8.01,-62.4,70.03,80,27,2.84,scattered clouds,0,0
555,Pendencias,BR,2020-02-23 06:48:51,-5.26,-36.72,76.89,88,91,5.95,overcast clouds,0,0
556,Parabel,RU,2020-02-23 06:48:51,58.7,81.48,12.31,89,0,2.71,clear sky,0,0
557,De Aar,ZA,2020-02-23 06:48:51,-30.65,24.01,61.54,59,0,27.0,clear sky,0,0
558,Ha Tinh,VN,2020-02-23 06:48:51,18.33,105.9,68.61,84,18,10.38,few clouds,0,0
559,Jaciara,BR,2020-02-23 06:48:52,-15.97,-54.97,69.4,99,99,0.47,overcast clouds,0,0
560,Zyryanovsk,KZ,2020-02-23 06:48:52,49.74,84.27,28.83,96,100,13.71,snow,0,1.81
561,Xingcheng,CN,2020-02-23 06:48:52,40.62,120.72,47.5,36,42,19.6,scattered clouds,0,0
562,Trinidad,BO,2020-02-23 06:40:52,-14.83,-64.9,66.51,70,100,1.63,overcast clouds,0,0
563,Turbat,PK,2020-02-23 06:43:56,26.0,63.04,76.57,31,0,3.4,clear sky,0,0
564,Altay,CN,2020-02-23 06:43:55,47.87,88.12,21.47,96,100,5.12,light snow,0,1.5
